,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close,,S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low,
,,12,API,335.3,2.3,0.69,334.8,337,332,"126,694.00",333,,12,API,-,334.8,337,332,335.3,335.3,0,0,334.3,"126,694.00",333,"42,354,011.00",332,2.3,5,0.69,1.51,0.3,336,319.83,370,258.8,
,,13,AVYAN,"1,029.00",14,1.38,"1,002.10","1,029.00","1,002.10","1,441.00","1,015.00",,13,AVYAN,-,"1,002.10","1,029.00","1,002.10","1,029.00","1,029.00",0,0,"1,015.70","1,441.00","1,015.00","1,463,630.00",35,14,26.9,1.38,2.68,1.29,"1,080.73","1,044.39","1,366.00",906,
,,14,BANDIPUR,727,7.2,1,711,728,703.1,"34,075.00",719.8,,14,BANDIPUR,-,711,728,703.1,727,727,0,0,713.5,"34,075.00",719.8,"24,312,461.40",409,7.2,24.9,1,3.54,1.86,856.04,0,"1,233.00",285,
,,15,BARUN,323,-0.1,-0.03,321,327,320,"21,104.00",323.1,,15,BARUN,-,321,327,320,323,323,0,0,323.61,"21,104.00",323.1,"6,829,566.30",107,-0.1,7,-0.03,2.19,-0.19,347.38,342.08,407.1,292.1,
,,16,BBC,"4,280.00",0,0,"4,201.00","4,297.00","4,190.00",161,"4,280.00",,16,BBC,-,"4,201.00","4,297.00","4,190.00","4,280.00","4,280.00",0,0,"4,253.40",161,"4,280.00","684,798.00",15,0,107,0,2.55,0.62,"4,640.53","4,723.57","6,120.00","3,825.00",
,,17,BEDC,318.1,-1.9,-0.59,317.4,323.9,315,"25,955.00",320,,17,BEDC,-,317.4,323.9,315,318.1,318.1,0,0,318.72,"25,955.00",320,"8,272,496.60",121,-1.9,8.9,-0.59,2.83,-0.2,416.06,463.75,836.9,303.1,
,,18,BFC,510,0.2,0.04,535,535,501,"57,251.00",509.8,,18,BFC,-,535,535,501,510,510,0,0,508.68,"57,251.00",509.8,"29,122,608.50",244,0.2,34,0.04,6.79,0.26,486.16,481.61,564,411.5,
,,19,BGWT,595,-2,-0.34,581,596.9,565,"1,290.00",597,,19,BGWT,-,581,596.9,565,595,595,0,0,587.28,"1,290.00",597,"757,594.50",38,-2,31.9,-0.34,5.65,1.3,687.57,715.96,957,516.1,
,,20,BHCL,503.9,17.9,3.68,486,506.6,482,"28,242.00",486,,20,BHCL,-,486,506.6,482,503.9,503.9,0,0,499.5,"28,242.00",486,"14,106,893.80",283,17.9,24.6,3.68,5.1,0.87,553.9,536.07,699,292.1,
,,21,BHDC,431.4,-1.6,-0.37,435,435,427.1,"3,261.00",433,,21,BHDC,-,435,435,427.1,431.4,431.4,0,0,432.03,"3,261.00",433,"1,408,835.40",52,-1.6,7.9,-0.37,1.85,-0.15,465.33,473.57,620,412,
,,22,BHL,212.4,1.9,0.9,210,212.8,209,"71,648.00",210.5,,22,BHL,-,210,212.8,209,212.4,212.4,0,0,210.95,"71,648.00",210.5,"15,114,085.30",253,1.9,3.8,0.9,1.82,0.68,218.11,205.79,264.4,164,
,,23,BHPL,480,13.7,2.94,450,488.2,450,"4,825.00",466.3,,23,BHPL,-,450,488.2,450,480,480,0,0,467.46,"4,825.00",466.3,"2,255,503.60",59,13.7,38.2,2.94,8.49,2.61,536.79,561.2,834,449,
,,24,BJHL,731.3,15.3,2.14,700,731.3,700,"4,577.00",716,,24,BJHL,-,700,731.3,700,731.3,731.3,0,0,713.36,"4,577.00",716,"3,265,034.00",111,15.3,31.3,2.14,4.47,2.45,0,0,"1,305.00",270.1,
,,25,BNHC,282,-1.7,-0.6,283,283.9,279,"13,889.00",283.7,,25,BNHC,-,283,283.9,279,282,282,0,0,280.17,"13,889.00",283.7,"3,891,271.60",106,-1.7,4.9,-0.6,1.76,0.65,350.36,383.37,613.8,261.3,
,,26,BNT,"11,000.50",-619.5,-5.33,"11,300.00","11,300.00","11,000.50",25,"11,620.00",,26,BNT,-,"11,300.00","11,300.00","11,000.50","11,000.50","11,000.50",0,0,"11,120.30",25,"11,620.00","278,007.50",2,-619.5,299.5,-5.33,2.72,-1.09,"11,732.18","11,678.58","12,861.00","10,660.00",
,,27,BPCL,655.5,5.5,0.85,645,658,640.1,"20,139.00",650,,27,BPCL,-,645,658,640.1,655.5,655.5,0,0,646.06,"20,139.00",650,"13,011,026.00",117,5.5,17.9,0.85,2.8,1.44,693.53,709.14,965,612,
,,28,BUNGAL,597,10,1.7,582,597,570.2,"27,776.00",587,,28,BUNGAL,-,582,597,570.2,597,597,0,0,584.35,"27,776.00",587,"16,230,951.00",285,10,26.8,1.7,4.7,2.12,652.13,0,895,302.4,
,,29,C30MF,10.07,0,0,10.07,10.07,10.07,100,10.07,,29,C30MF,-,10.07,10.07,10.07,10.07,10.07,0,0,10.07,100,10.07,"1,007.00",1,0,0,0,0,0,9.99,9.73,10.71,8.7,
,,30,CBBL,932,3.8,0.41,932.8,933.7,927,"14,110.00",928.2,,30,CBBL,-,932.8,933.7,927,932,932,0,0,930.3,"14,110.00",928.2,"13,126,509.60",122,3.8,6.7,0.41,0.72,0.18,923.47,944.95,"1,124.00",882,
,,31,CBLD88,"1,187.00",-13,-1.08,"1,180.00","1,187.00","1,180.00",50,"1,200.00",,31,CBLD88,-,"1,180.00","1,187.00","1,180.00","1,187.00","1,187.00",0,0,"1,183.50",50,"1,200.00","59,175.00",3,-13,7,-1.08,0.59,0.29,"1,218.05","1,193.35","1,325.00","1,108.00",
,,32,CFCL,662,1.9,0.29,627.1,675,627.1,"223,631.00",660.1,,32,CFCL,-,627.1,675,627.1,662,662,0,0,663.42,"223,631.00",660.1,"148,361,078.60",529,1.9,47.9,0.29,7.64,-0.21,564.94,541.57,699,445.1,
,,33,CGH,784,-2,-0.25,780,789,777.1,"8,571.00",786,,33,CGH,-,780,789,777.1,784,784,0,0,780.82,"8,571.00",786,"6,692,421.20",55,-2,11.9,-0.25,1.53,0.41,813.16,834.61,"1,104.00",748,
,,34,CHCL,494.1,-0.9,-0.18,495,497.4,492,"20,369.00",495,,34,CHCL,-,495,497.4,492,494.1,494.1,0,0,495.66,"20,369.00",495,"10,096,071.60",108,-0.9,5.4,-0.18,1.1,-0.32,484.74,485.68,550,450.3,
,,35,CHDC,"2,221.90",-8,-0.36,"2,170.00","2,243.00","2,170.00","25,958.00","2,229.90",,35,CHDC,-,"2,170.00","2,243.00","2,170.00","2,221.90","2,221.90",0,0,"2,218.43","25,958.00","2,229.90","57,586,093.00",203,-8,73,-0.36,3.36,0.16,"2,323.99","2,319.46","2,879.00","1,967.00",
,,36,CHL,268,4,1.52,262.6,268,260,"15,438.00",264,,36,CHL,-,262.6,268,260,268,268,0,0,262.96,"15,438.00",264,"4,059,518.00",76,4,8,1.52,3.08,1.88,286.43,277.96,332.5,223.4,
,,37,CIT,"1,715.00",-1,-0.06,"1,726.00","1,726.00","1,701.00","4,400.00","1,716.00",,37,CIT,-,"1,726.00","1,726.00","1,701.00","1,715.00","1,715.00",0,0,"1,711.47","4,400.00","1,716.00","7,530,482.80",93,-1,25,-0.06,1.47,0.21,"1,761.18","1,783.25","2,090.00","1,630.30",
,,38,CITY,368.2,1.4,0.38,348.5,372,348.5,"72,331.00",366.8,,38,CITY,-,348.5,372,348.5,368.2,368.2,0,0,367.26,"72,331.00",366.8,"26,563,930.20",359,1.4,23.5,0.38,6.74,0.26,435.81,459.79,964,327.8,
,,39,CKHL,605.6,17.6,2.99,570.4,605.6,570.4,943,588,,39,CKHL,-,570.4,605.6,570.4,605.6,605.6,0,0,581.74,943,588,"548,584.60",25,17.6,35.2,2.99,6.17,3.94,669.3,660.06,804,525,
,,40,CLI,448,3.7,0.83,441,448,441,"9,671.00",444.3,,40,CLI,-,441,448,441,448,448,0,0,442.79,"9,671.00",444.3,"4,282,178.70",166,3.7,7,0.83,1.59,1.16,460.85,467.08,526,411,
,,41,CORBL,"1,120.00",-35,-3.03,"1,150.00","1,189.00","1,050.00","98,227.00","1,155.00",,41,CORBL,-,"1,150.00","1,189.00","1,050.00","1,120.00","1,120.00",0,0,"1,107.62","98,227.00","1,155.00","108,797,854.00","1,659",-35,139,-3.03,13.24,1.11,"1,831.58","1,781.44","3,183.00","1,050.00",
,,42,CREST,"1,190.00",-3,-0.25,"1,252.60","1,252.60","1,174.10","9,053.00","1,193.00",,42,CREST,-,"1,252.60","1,252.60","1,174.10","1,190.00","1,190.00",0,0,"1,178.26","9,053.00","1,193.00","10,666,776.60",107,-3,78.5,-0.25,6.69,0.99,"1,276.97","1,276.10","1,588.00",985.2,
,,43,CSY,9.34,0.32,3.55,9.1,9.34,9.03,"24,577.00",9.02,,43,CSY,-,9.1,9.34,9.03,9.34,9.34,0,0,9.31,"24,577.00",9.02,"228,843.42",40,0.32,0.31,3.55,3.43,0.31,0,0,10,8.78,
,,44,CYCL,"1,310.00",10,0.77,"1,300.10","1,315.00","1,300.00",857,"1,300.00",,44,CYCL,-,"1,300.10","1,315.00","1,300.00","1,310.00","1,310.00",0,0,"1,302.97",857,"1,300.00","1,116,643.20",24,10,15,0.77,1.15,0.54,"1,495.83","1,512.37","2,021.00","1,280.00",
,,45,CZBIL,207.9,2,0.97,203.1,208.6,203.1,"36,995.00",205.9,,45,CZBIL,-,203.1,208.6,203.1,207.9,207.9,0,0,206.15,"36,995.00",205.9,"7,626,483.90",122,2,5.5,0.97,2.71,0.84,203.98,201.09,238.6,183,
,,46,CZBILP,100,-5.8,-5.48,100.6,100.6,100,"150,000.00",105.8,,46,CZBILP,-,100.6,100.6,100,100,100,0,0,100,"150,000.00",105.8,"15,000,006.00",2,-5.8,0.6,-5.48,0.6,0,151.96,0,109,100,
,,47,DDBL,836.5,1.5,0.18,835,836.5,830,"3,939.00",835,,47,DDBL,-,835,836.5,830,836.5,836.5,0,0,832.38,"3,939.00",835,"3,278,739.60",45,1.5,6.5,0.18,0.78,0.49,844.95,846.68,981,793,
,,48,DHEL,587.9,7.9,1.36,552.5,590,552.5,"11,475.00",580,,48,DHEL,-,552.5,590,552.5,587.9,587.9,0,0,582.19,"11,475.00",580,"6,680,671.00",210,7.9,37.5,1.36,6.79,0.97,647.95,0,918.9,402.2,
,,49,DHPL,294,-1.3,-0.44,286.5,294,283.1,749,295.3,,49,DHPL,-,286.5,294,283.1,294,294,0,0,288.14,749,295.3,"215,817.00",13,-1.3,10.9,-0.44,3.85,1.99,302.39,300.23,345,254,
,,50,DLBS,"1,214.00",24,2.02,"1,165.00","1,215.00","1,165.00",233,"1,190.00",,50,DLBS,-,"1,165.00","1,215.00","1,165.00","1,214.00","1,214.00",0,0,"1,181.93",233,"1,190.00","275,389.70",12,24,50,2.02,4.29,2.64,"1,300.39","1,317.24","1,634.00","1,083.80",
,,51,DOLTI,325,5,1.56,320,325,315,"19,315.00",320,,51,DOLTI,-,320,325,315,325,325,0,0,319.38,"19,315.00",320,"6,168,754.90",120,5,10,1.56,3.17,1.73,411.83,448.14,619,300.1,
,,52,DORDI,253.5,0.8,0.32,253,257.4,250.1,"26,615.00",252.7,,52,DORDI,-,253,257.4,250.1,253.5,253.5,0,0,252.74,"26,615.00",252.7,"6,726,632.20",120,0.8,7.3,0.32,2.92,0.3,275.98,271.9,327.4,213.1,
,,53,EBL,728.6,4.6,0.64,725,730.4,720,"29,334.00",724,,53,EBL,-,725,730.4,720,728.6,728.6,0,0,728.5,"29,334.00",724,"21,369,714.50",154,4.6,10.4,0.64,1.44,0.01,698.19,681.75,780.6,619,
,,54,EBLD85,"1,130.00",-5,-0.44,"1,135.00","1,135.00","1,112.40",123,"1,135.00",,54,EBLD85,-,"1,135.00","1,135.00","1,112.40","1,130.00","1,130.00",0,0,"1,125.20",123,"1,135.00","138,400.00",6,-5,22.6,-0.44,2.03,0.42,"1,165.38","1,156.71","1,250.00","1,097.00",
,,55,EBLD91,"1,064.00",-16,-1.48,"1,063.10","1,064.00","1,063.10",75,"1,080.00",,55,EBLD91,-,"1,063.10","1,064.00","1,063.10","1,064.00","1,064.00",0,0,"1,063.40",75,"1,080.00","79,755.00",2,-16,0.9,-1.48,0.08,0.06,"1,088.88","1,087.79","1,142.40",994.4,
,,56,ECL,"1,309.30",170.7,14.99,"1,195.00","1,309.30","1,195.00","13,500.00","1,138.60",,56,ECL,-,"1,195.00","1,309.30","1,195.00","1,309.30","1,309.30",0,0,"1,308.70","13,500.00","1,138.60","17,667,452.00","1,331",170.7,114.3,14.99,9.56,0.05,0,0,"1,309.30",296.6,
,,57,EDBL,579,5,0.87,574.1,582,572,"6,814.00",574,,57,EDBL,-,574.1,582,572,579,579,0,0,578.42,"6,814.00",574,"3,941,375.10",23,5,10,0.87,1.75,0.1,584.71,588.3,690,545,
,,58,EHPL,340.1,-3.4,-0.99,349,349,337,"15,290.00",343.5,,58,EHPL,-,349,349,337,340.1,340.1,0,0,342.1,"15,290.00",343.5,"5,230,783.50",97,-3.4,12,-0.99,3.56,-0.59,397,405.31,660,318.3,
,,59,ENL,814.5,8.5,1.05,795.1,814.5,795.1,330,806,,59,ENL,-,795.1,814.5,795.1,814.5,814.5,0,0,797.32,330,806,"263,117.00",13,8.5,19.4,1.05,2.44,2.11,888.03,895.93,"1,179.90",762,
,,60,FMDBL,770,12,1.58,765,770,756,"8,394.00",758,,60,FMDBL,-,765,770,756,770,770,0,0,763.54,"8,394.00",758,"6,409,179.00",67,12,14,1.58,1.85,0.84,799.52,806.37,990.1,730,
,,61,FOWAD,964.9,12.9,1.36,977.9,977.9,945,"2,220.00",952,,61,FOWAD,-,977.9,977.9,945,964.9,964.9,0,0,947.14,"2,220.00",952,"2,102,642.10",49,12.9,32.9,1.36,3.48,1.84,"1,062.15","1,073.13","1,364.00",933,
,,62,GBBL,420,1,0.24,412.5,420.8,412.5,"13,519.00",419,,62,GBBL,-,412.5,420.8,412.5,420,420,0,0,418.2,"13,519.00",419,"5,653,579.40",78,1,8.3,0.24,2.01,0.43,411.21,402.98,466.1,367.4,
,,63,GBIME,262,6,2.34,254,265,252,"588,735.00",256,,63,GBIME,-,254,265,252,262,262,0,0,260.31,"588,735.00",256,"153,254,623.40",989,6,13,2.34,5.16,0.64,238.28,234.93,270,218.9,
,,64,GBIMEP,104.7,-6.7,-6.01,105.9,105.9,104.7,"386,068.00",111.4,,64,GBIMEP,-,105.9,105.9,104.7,104.7,104.7,0,0,105.06,"386,068.00",111.4,"40,558,514.40",3,-6.7,1.2,-6.01,1.15,-0.34,106.23,122.11,131,100,
,,65,GBIMESY2,9.25,0.21,2.32,9.24,9.27,9,"3,900.00",9.04,,65,GBIMESY2,-,9.24,9.27,9,9.25,9.25,0,0,9.23,"3,900.00",9.04,"36,004.00",7,0.21,0.27,2.32,3,0.2,9.4,9.27,10.78,8.5,
,,66,GBLBS,748,0,0,726.1,748,726.1,"1,829.00",748,,66,GBLBS,-,726.1,748,726.1,748,748,0,0,739.97,"1,829.00",748,"1,353,409.50",36,0,21.9,0,3.02,1.07,769.28,774.15,908.5,698,
,,67,GCIL,359,-0.8,-0.22,354.1,360.9,354.1,"8,094.00",359.8,,67,GCIL,-,354.1,360.9,354.1,359,359,0,0,358.22,"8,094.00",359.8,"2,899,467.70",120,-0.8,6.8,-0.22,1.92,0.22,407.72,415.63,537,315.5,
,,68,GFCL,613.1,1.1,0.18,612,615,603.5,"5,156.00",612,,68,GFCL,-,612,615,603.5,613.1,613.1,0,0,610.91,"5,156.00",612,"3,149,873.50",43,1.1,11.5,0.18,1.91,0.36,639.62,628.59,748.6,528.3,
,,69,GHL,226.8,2.1,0.93,213.5,228,213.5,"22,211.00",224.7,,69,GHL,-,213.5,228,213.5,226.8,226.8,0,0,225.12,"22,211.00",224.7,"5,000,091.90",81,2.1,14.5,0.93,6.79,0.74,239.92,231.57,290,197.1,
,,70,GIBF1,10.86,0.2,1.88,10.55,10.86,10.55,"1,300.00",10.66,,70,GIBF1,-,10.55,10.86,10.55,10.86,10.86,0,0,10.65,"1,300.00",10.66,"13,845.00",6,0.2,0.31,1.88,2.94,1.93,10.82,10.62,11.68,9.3,
,,71,GILB,"1,100.00",-5.9,-0.53,"1,105.90","1,105.90","1,078.10",218,"1,105.90",,71,GILB,-,"1,105.90","1,105.90","1,078.10","1,100.00","1,100.00",0,0,"1,090.26",218,"1,105.90","237,677.00",12,-5.9,27.8,-0.53,2.58,0.89,"1,131.82","1,160.04","1,441.60","1,020.10",
,,72,GLBSL,"1,810.00",-10,-0.55,"1,845.00","1,845.00","1,791.00",189,"1,820.00",,72,GLBSL,-,"1,845.00","1,845.00","1,791.00","1,810.00","1,810.00",0,0,"1,803.68",189,"1,820.00","340,895.00",10,-10,54,-0.55,3.02,0.35,"1,845.86","1,898.82","2,440.00","1,705.20",
,,73,GLH,259,7,2.78,250.3,259,248,"67,704.00",252,,73,GLH,-,250.3,259,248,259,259,0,0,254.46,"67,704.00",252,"17,228,294.30",261,7,11,2.78,4.44,1.75,269.52,264.49,328.2,227.4,
,,74,GMFBS,"1,215.00",-7.2,-0.59,"1,238.90","1,238.90","1,202.00",263,"1,222.20",,74,GMFBS,-,"1,238.90","1,238.90","1,202.00","1,215.00","1,215.00",0,0,"1,216.51",263,"1,222.20","319,942.90",9,-7.2,36.9,-0.59,3.07,-0.12,"1,338.27","1,402.40","1,740.00","1,130.50",
,,75,GMFIL,470,11,2.4,456.5,474,450,"59,668.00",459,,75,GMFIL,-,456.5,474,450,470,470,0,0,463.74,"59,668.00",459,"27,670,238.60",120,11,24,2.4,5.33,1.33,474.11,471.21,540,393.1,
,,76,GMLI,"1,149.00",11.9,1.05,"1,130.10","1,149.90","1,130.10",444,"1,137.10",,76,GMLI,-,"1,130.10","1,149.90","1,130.10","1,149.00","1,149.00",0,0,"1,137.86",444,"1,137.10","505,211.80",29,11.9,19.8,1.05,1.75,0.97,"1,440.31","1,561.27","2,200.00","1,114.00",
,,77,GRDBL,"1,072.00",9,0.85,"1,083.00","1,083.00","1,052.00","11,399.00","1,063.00",,77,GRDBL,-,"1,083.00","1,083.00","1,052.00","1,072.00","1,072.00",0,0,"1,070.95","11,399.00","1,063.00","12,207,769.50",110,9,31,0.85,2.95,0.1,"1,080.03","1,094.28","1,398.70",949,
,,78,GSY,9.65,-0.15,-1.53,9.53,9.8,9.53,900,9.8,,78,GSY,-,9.53,9.8,9.53,9.65,9.65,0,0,9.61,900,9.8,"8,648.00",7,-0.15,0.27,-1.53,2.83,0.43,9.85,9.58,10.46,8.7,
,,79,GUFL,572,-3,-0.52,570,579,569,"32,720.00",575,,79,GUFL,-,570,579,569,572,572,0,0,571.87,"32,720.00",575,"18,711,691.90",174,-3,10,-0.52,1.76,0.02,552.27,540.81,644,460.6,
,,80,GVL,487,2.5,0.52,480,489.5,477.6,"8,364.00",484.5,,80,GVL,-,480,489.5,477.6,487,487,0,0,483.34,"8,364.00",484.5,"4,042,626.60",55,2.5,11.9,0.52,2.49,0.75,491.34,501.08,662,461,
,,81,GWFD83,"1,089.70",-33.6,-2.99,"1,123.30","1,123.30","1,123.30",1,"1,123.30",,81,GWFD83,-,"1,123.30","1,123.30","1,123.30","1,089.70","1,089.70",0,0,"1,089.70",1,"1,123.30","1,089.70",1,-33.6,0,-2.99,0,0,"1,179.07","1,199.11","1,239.00","1,061.00",
,,82,H8020,11.63,-0.07,-0.6,11.8,11.8,11.49,800,11.7,,82,H8020,-,11.8,11.8,11.49,11.63,11.63,0,0,11.65,800,11.7,"9,319.00",5,-0.07,0.31,-0.6,2.7,-0.16,11.75,11.43,12.56,10,
,,83,HATHY,714,2,0.28,727,727,702,"4,107.00",712,,83,HATHY,-,727,727,702,714,714,0,0,708.9,"4,107.00",712,"2,911,448.90",70,2,25,0.28,3.56,0.71,828.14,857.95,"1,332.30",660,
,,84,HBL,202,3,1.51,197,216,195.8,"61,738.00",199,,84,HBL,-,197,216,195.8,202,202,0,0,200.36,"61,738.00",199,"12,369,771.10",553,3,20.2,1.51,10.32,0.81,202.05,198.58,239.8,184,
,,85,HBLD83,"1,013.10",-5.9,-0.58,"1,018.00","1,018.00","1,013.10",155,"1,019.00",,85,HBLD83,-,"1,018.00","1,018.00","1,013.10","1,013.10","1,013.10",0,0,"1,014.68",155,"1,019.00","157,275.50",2,-5.9,4.9,-0.58,0.48,-0.16,"1,045.97","1,047.45","1,111.00","1,000.00",
,,86,HDHPC,213.7,0.2,0.09,214,215,208,"106,601.00",213.5,,86,HDHPC,-,214,215,208,213.7,213.7,0,0,212.3,"106,601.00",213.5,"22,631,405.70",260,0.2,7,0.09,3.37,0.66,220.22,206.65,274,162,
,,87,HDL,"1,164.00",2.8,0.24,"1,167.00","1,167.00","1,160.30","18,896.00","1,161.20",,87,HDL,-,"1,167.00","1,167.00","1,160.30","1,164.00","1,164.00",0,0,"1,163.13","18,896.00","1,161.20","21,978,509.50",224,2.8,6.7,0.24,0.58,0.07,"1,162.69","1,167.55","1,496.00","1,097.60",
,,88,HEI,539,3,0.56,543.9,543.9,530,"3,856.00",536,,88,HEI,-,543.9,543.9,530,539,539,0,0,536.88,"3,856.00",536,"2,070,198.40",32,3,13.9,0.56,2.62,0.39,532.58,521.94,615.8,458,
,,89,HFIN,720,16,2.27,668.8,722,668.8,"22,713.00",704,,89,HFIN,-,668.8,722,668.8,720,720,0,0,709.48,"22,713.00",704,"16,114,369.00",527,16,53.2,2.27,7.95,1.46,0,0,"1,450.60",101.7,
,,90,HHL,340,2,0.59,347,347,336.3,"9,428.00",338,,90,HHL,-,347,347,336.3,340,340,0,0,338.21,"9,428.00",338,"3,188,669.00",81,2,10.7,0.59,3.18,0.53,358.47,350.14,420,309,
,,91,HIDCL,258.8,0.8,0.31,260,260,256.1,"17,829.00",258,,91,HIDCL,-,260,260,256.1,258.8,258.8,0,0,258.42,"17,829.00",258,"4,607,313.50",125,0.8,3.9,0.31,1.52,0.15,267.96,267.19,309.8,245,
,,92,HIDCLP,192.8,3.3,1.74,189,192.8,188.9,"70,013.00",189.5,,92,HIDCLP,-,189,192.8,188.9,192.8,192.8,0,0,190.51,"70,013.00",189.5,"13,337,976.60",126,3.3,3.9,1.74,2.06,1.19,200.73,195.24,230.6,174.4,
,,93,HIMSTAR,740,15,2.07,710,740,710,"1,586.00",725,,93,HIMSTAR,-,710,740,710,740,740,0,0,722.36,"1,586.00",725,"1,145,658.00",44,15,30,2.07,4.23,2.38,879.87,868.85,"1,264.00",252.2,
,,94,HLBSL,881.9,1.9,0.22,880,885,860.2,274,880,,94,HLBSL,-,880,885,860.2,881.9,881.9,0,0,870.55,274,880,"238,531.80",12,1.9,24.8,0.22,2.88,1.29,902.75,906.62,"1,081.20",830,
,,95,HLI,325,0.7,0.22,324,326,320.6,"25,031.00",324.3,,95,HLI,-,324,326,320.6,325,325,0,0,323.86,"25,031.00",324.3,"8,106,545.00",184,0.7,5.4,0.22,1.68,0.35,349.94,358.26,446.5,313.1,
,,96,HLICF,8.55,-0.14,-1.61,8.7,8.95,8.47,"1,800.00",8.69,,96,HLICF,-,8.7,8.95,8.47,8.55,8.55,0,0,8.61,"1,800.00",8.69,"15,496.00",9,-0.14,0.48,-1.61,5.67,-0.69,9.14,0,10.55,8.25,
,,97,HPPL,383,-5,-1.29,388,388,377,"172,178.00",388,,97,HPPL,-,388,388,377,383,383,0,0,380.01,"172,178.00",388,"65,429,662.70",403,-5,11,-1.29,2.92,0.78,405.07,429.62,605,340.1,
,,98,HRL,603,6,1.01,597,604,590,"69,303.00",597,,98,HRL,-,597,604,590,603,603,0,0,595.7,"69,303.00",597,"41,283,664.09",612,6,14,1.01,2.37,1.21,711.17,752.06,"1,139.90",545,
,,99,HURJA,236.1,4.1,1.77,230.5,238,230.1,"30,589.00",232,,99,HURJA,-,230.5,238,230.1,236.1,236.1,0,0,234.6,"30,589.00",232,"7,176,218.80",118,4.1,7.9,1.77,3.43,0.63,258.27,247.38,312.1,204.6,
,,100,ICFC,613,0,0,610.1,614.1,607,"3,306.00",613,,100,ICFC,-,610.1,614.1,607,613,613,0,0,609.59,"3,306.00",613,"2,015,303.00",31,0,7.1,0,1.17,0.56,635.42,637.57,715,580,
,,101,ICFCD89,"1,093.20",0.9,0.08,"1,092.30","1,093.20","1,091.10",60,"1,092.30",,101,ICFCD89,-,"1,092.30","1,093.20","1,091.10","1,093.20","1,093.20",0,0,"1,092.18",60,"1,092.30","65,530.50",4,0.9,2.1,0.08,0.19,0.09,0,0,"1,140.00","1,020.00",
,,102,IGI,437.5,0.5,0.11,432.3,440,432,"10,048.00",437,,102,IGI,-,432.3,440,432,437.5,437.5,0,0,435.74,"10,048.00",437,"4,378,277.40",40,0.5,8,0.11,1.85,0.4,441.41,434.81,577,392,
,,103,IHL,350,2.9,0.84,350,352.8,347.6,"2,315.00",347.1,,103,IHL,-,350,352.8,347.6,350,350,0,0,349.73,"2,315.00",347.1,"809,626.40",35,2.9,5.2,0.84,1.5,0.08,442.28,479.95,638,329,
,,104,ILBS,883.8,-0.1,-0.01,850,955,850,"3,205.00",883.9,,104,ILBS,-,850,955,850,883.8,883.8,0,0,870.46,"3,205.00",883.9,"2,789,839.00",34,-0.1,105,-0.01,12.35,1.51,937.63,978.39,"1,311.00",815,
,,105,ILBSP,470.5,0,0,470.5,470.5,470.5,750,470.5,,105,ILBSP,-,470.5,470.5,470.5,470.5,470.5,0,0,470.5,750,470.5,"352,875.00",1,0,0,0,0,0,0,0,624,470.5,
,,106,ILI,418,-2,-0.48,420,420,415.1,"4,115.00",420,,106,ILI,-,420,420,415.1,418,418,0,0,416.37,"4,115.00",420,"1,713,380.50",123,-2,4.9,-0.48,1.18,0.39,437.2,442.91,489.6,399,
,,107,JBBL,347.1,1.6,0.46,344,348,343,"23,080.00",345.5,,107,JBBL,-,344,348,343,347.1,347.1,0,0,346.5,"23,080.00",345.5,"7,997,315.20",85,1.6,5,0.46,1.46,0.17,353.69,344.86,395,295,
,,108,JBLB,"1,282.00",26.9,2.14,"1,246.00","1,283.80","1,246.00","1,652.00","1,255.10",,108,JBLB,-,"1,246.00","1,283.80","1,246.00","1,282.00","1,282.00",0,0,"1,260.67","1,652.00","1,255.10","2,082,631.50",68,26.9,37.8,2.14,3.03,1.66,"1,300.11","1,344.65","1,644.00","1,219.90",
,,109,JFL,394,1,0.25,393,394,390,"3,470.00",393,,109,JFL,-,393,394,390,394,394,0,0,391.71,"3,470.00",393,"1,359,243.00",30,1,4,0.25,1.03,0.58,417.46,421.73,535,375,
,,110,JHAPA,"1,138.00",19,1.7,"1,111.00","1,138.00","1,101.10","7,234.00","1,119.00",,110,JHAPA,-,"1,111.00","1,138.00","1,101.10","1,138.00","1,138.00",0,0,"1,119.31","7,234.00","1,119.00","8,097,109.00",92,19,36.9,1.7,3.35,1.64,"1,387.18",0,"1,929.00",293.4,
,,111,JOSHI,283,18,6.79,262.6,285,262.5,"94,932.00",265,,111,JOSHI,-,262.6,285,262.5,283,283,0,0,275.68,"94,932.00",265,"26,170,961.20",426,18,22.5,6.79,8.57,2.59,285.7,292.68,388.6,246,
,,112,KAHL,544,8,1.49,534,550,521.1,"37,097.00",536,,112,KAHL,-,534,550,521.1,544,544,0,0,537.71,"37,097.00",536,"19,947,535.80","1,569",8,28.9,1.49,5.55,1.16,0,0,613,295.4,
,,113,KBL,225,3,1.35,223.9,225.4,219,"282,557.00",222,,113,KBL,-,223.9,225.4,219,225,225,0,0,222.62,"282,557.00",222,"62,904,226.30",665,3,6.4,1.35,2.92,1.06,213.93,203.43,256,175.5,
